display_name,name,description,parrent,children
ISO -> 85 -> 85.020,85.020,Paper production processesIncluding paper recycling,ISO -> 85,
ISO -> 85 -> 85.040,85.040,Pulps,ISO -> 85,
ISO -> 85 -> 85.060,85.060,Paper and board,ISO -> 85,
ISO -> 85 -> 85.080,85.080,"Paper productsIncluding paper based stationeryOther forms of stationery (non-paper based), see35.260Other forms of stationery (non-paper based), see97.180",ISO -> 85,ISO -> 85 -> 85.080 -> 85.080.01
,,,,ISO -> 85 -> 85.080 -> 85.080.10
,,,,ISO -> 85 -> 85.080 -> 85.080.20
,,,,ISO -> 85 -> 85.080 -> 85.080.30
,,,,ISO -> 85 -> 85.080 -> 85.080.99
ISO -> 85 -> 85.080 -> 85.080.01,85.080.01,Paper products in general,ISO -> 85 -> 85.080,
ISO -> 85 -> 85.080 -> 85.080.10,85.080.10,Office paper,ISO -> 85 -> 85.080,
ISO -> 85 -> 85.080 -> 85.080.20,85.080.20,Tissue paper,ISO -> 85 -> 85.080,
ISO -> 85 -> 85.080 -> 85.080.30,85.080.30,"CardboardIncluding corrugated fibreboardPaper for packaging, see55.040",ISO -> 85 -> 85.080,
ISO -> 85 -> 85.080 -> 85.080.99,85.080.99,Other paper products,ISO -> 85 -> 85.080,
ISO -> 85 -> 85.100,85.100,Equipment for the paper industry,ISO -> 85,
ISO -> 87,87,Paint and colour industries,ISO,ISO -> 87 -> 87.020
,,,,ISO -> 87 -> 87.040
,,,,ISO -> 87 -> 87.060
,,,,ISO -> 87 -> 87.080
,,,,ISO -> 87 -> 87.100
ISO -> 87 -> 87.020,87.020,"Paint coating processesSurface preparation for painting, see25.220.10",ISO -> 87,
ISO -> 87 -> 87.040,87.040,"Paints and varnishesIncluding coating powders, paint coatings and protective paint systems",ISO -> 87,
ISO -> 87 -> 87.060,87.060,Paint ingredients,ISO -> 87,ISO -> 87 -> 87.060 -> 87.060.01
,,,,ISO -> 87 -> 87.060 -> 87.060.10
,,,,ISO -> 87 -> 87.060 -> 87.060.20
,,,,ISO -> 87 -> 87.060 -> 87.060.30
,,,,ISO -> 87 -> 87.060 -> 87.060.99
ISO -> 87 -> 87.060 -> 87.060.01,87.060.01,Paint ingredients in general,ISO -> 87 -> 87.060,
ISO -> 87 -> 87.060 -> 87.060.10,87.060.10,Pigments and extenders,ISO -> 87 -> 87.060,
ISO -> 87 -> 87.060 -> 87.060.20,87.060.20,Binders,ISO -> 87 -> 87.060,
ISO -> 87 -> 87.060 -> 87.060.30,87.060.30,Solvents,ISO -> 87 -> 87.060,
ISO -> 87 -> 87.060 -> 87.060.99,87.060.99,Other paint ingredients,ISO -> 87 -> 87.060,
ISO -> 87 -> 87.080,87.080,"Inks. Printing inksMaterials for graphic technology, see37.100.20",ISO -> 87,
ISO -> 87 -> 87.100,87.100,Paint coating equipment,ISO -> 87,
ISO -> 91,91,Construction materials and building,ISO,ISO -> 91 -> 91.010
,,,,ISO -> 91 -> 91.040
,,,,ISO -> 91 -> 91.060
,,,,ISO -> 91 -> 91.080
,,,,ISO -> 91 -> 91.090
,,,,ISO -> 91 -> 91.100
,,,,ISO -> 91 -> 91.120
,,,,ISO -> 91 -> 91.140
,,,,ISO -> 91 -> 91.160
,,,,ISO -> 91 -> 91.200
,,,,ISO -> 91 -> 91.220
ISO -> 91 -> 91.010,91.010,Construction industry,ISO -> 91,ISO -> 91 -> 91.010 -> 91.010.01
,,,,ISO -> 91 -> 91.010 -> 91.010.20
,,,,ISO -> 91 -> 91.010 -> 91.010.30
ISO -> 91 -> 91.010 -> 91.010.01,91.010.01,"Construction industry in generalBuilding information modelling, see35.240.67",ISO -> 91 -> 91.010,
ISO -> 91 -> 91.010 -> 91.010.20,91.010.20,Contractual aspectsIncluding construction procurement,ISO -> 91 -> 91.010,
ISO -> 91 -> 91.010 -> 91.010.30,91.010.30,"Technical aspectsIncluding tolerances, modular coordination, etc.Construction drawings, see01.100.30",ISO -> 91 -> 91.010,
ISO -> 91 -> 91.040,91.040,Buildings,ISO -> 91,ISO -> 91 -> 91.040 -> 91.040.01
,,,,ISO -> 91 -> 91.040 -> 91.040.10
,,,,ISO -> 91 -> 91.040 -> 91.040.99
ISO -> 91 -> 91.040 -> 91.040.01,91.040.01,"Buildings in generalIncluding building environment design and service life planningBuilding materials, see91.100Cultural property and heritage, see97.195",ISO -> 91 -> 91.040,
ISO -> 91 -> 91.040 -> 91.040.10,91.040.10,Public buildingsIncluding ecclesiastical buildings and hospitals,ISO -> 91 -> 91.040,
ISO -> 91 -> 91.040 -> 91.040.99,91.040.99,Other buildings,ISO -> 91 -> 91.040,
ISO -> 91 -> 91.060,91.060,"Elements of buildingsFoundations, see93.020",ISO -> 91,ISO -> 91 -> 91.060 -> 91.060.01
,,,,ISO -> 91 -> 91.060 -> 91.060.10
,,,,ISO -> 91 -> 91.060 -> 91.060.20
,,,,ISO -> 91 -> 91.060 -> 91.060.30
,,,,ISO -> 91 -> 91.060 -> 91.060.40
,,,,ISO -> 91 -> 91.060 -> 91.060.50
,,,,ISO -> 91 -> 91.060 -> 91.060.99
ISO -> 91 -> 91.060 -> 91.060.01,91.060.01,Elements of buildings in general,ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.10,91.060.10,Walls. Partitions. Fa�ades,ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.20,91.060.20,"RoofsIncluding related elements (gutters, etc.)",ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.30,91.060.30,"Ceilings. Floors. StairsIncluding screeds, ramps, etc.",ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.40,91.060.40,"Chimneys, shafts, ductsIncluding flues and flue pipes",ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.50,91.060.50,"Doors and windowsIncluding doorsets, their components, blinds, shuttersDoor and window hardware, see91.190",ISO -> 91 -> 91.060,
ISO -> 91 -> 91.060 -> 91.060.99,91.060.99,Other elements of buildings,ISO -> 91 -> 91.060,
ISO -> 91 -> 91.080,91.080,"Structures of buildingsIncluding design, loading on and calculation of structures",ISO -> 91,ISO -> 91 -> 91.080 -> 91.080.01
,,,,ISO -> 91 -> 91.080 -> 91.080.10
,,,,ISO -> 91 -> 91.080 -> 91.080.13
,,,,ISO -> 91 -> 91.080 -> 91.080.20
,,,,ISO -> 91 -> 91.080 -> 91.080.30
,,,,ISO -> 91 -> 91.080 -> 91.080.40
,,,,ISO -> 91 -> 91.080 -> 91.080.99
ISO -> 91 -> 91.080 -> 91.080.01,91.080.01,Structures of buildings in general,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.10,91.080.10,Metal structures,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.13,91.080.13,Steel structures,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.20,91.080.20,Timber structures,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.30,91.080.30,Masonry,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.40,91.080.40,Concrete structuresIncluding the repair and protection of concrete products and structures,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.080 -> 91.080.99,91.080.99,Other structures,ISO -> 91 -> 91.080,
ISO -> 91 -> 91.090,91.090,"External structuresIncluding fences, gates, arches, sheds, garages, etc.",ISO -> 91,
ISO -> 91 -> 91.100,91.100,"Construction materialsIncluding sustainability of construction materialsIron and steel products, see77.140Products of non-ferrous metals, see77.150Sawn timber, see79.040Wood-based panels, see79.060Glass, see81.040.20Plastics products, see83.140",ISO -> 91,ISO -> 91 -> 91.100 -> 91.100.01
,,,,ISO -> 91 -> 91.100 -> 91.100.10
,,,,ISO -> 91 -> 91.100 -> 91.100.23
,,,,ISO -> 91 -> 91.100 -> 91.100.30
,,,,ISO -> 91 -> 91.100 -> 91.100.40
,,,,ISO -> 91 -> 91.100 -> 91.100.50
,,,,ISO -> 91 -> 91.100 -> 91.100.60
ISO -> 91 -> 91.100 -> 91.100.01,91.100.01,Construction materials in general,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.10,91.100.10,Cement. Gypsum. Lime. Mortar,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.23,91.100.23,Ceramic tiles,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.30,91.100.30,Concrete and concrete productsIncluding admixtures,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.40,91.100.40,Products in fibre-reinforced cement,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.50,91.100.50,"Binders. Sealing materialsIncluding geomembranes, asphalts for buildings, etc.",ISO -> 91 -> 91.100,
ISO -> 91 -> 91.100 -> 91.100.60,91.100.60,Thermal and sound insulating materials,ISO -> 91 -> 91.100,
ISO -> 91 -> 91.120,91.120,"Protection of and in buildingsEmergencies in buildings, see13.200Fire protection, see13.220.20Fire resistance of building materials and elements, see13.220.50Alarm and warning systems, see13.320",ISO -> 91,ISO -> 91 -> 91.120 -> 91.120.10
,,,,ISO -> 91 -> 91.120 -> 91.120.20
,,,,ISO -> 91 -> 91.120 -> 91.120.25
ISO -> 91 -> 91.120 -> 91.120.10,91.120.10,"Thermal insulation of buildingsIncluding energy efficiency of buildingsEnergy efficiency in general, see27.015Thermal insulation in general, see27.220Thermal insulating materials, see91.100.60",ISO -> 91 -> 91.120,
ISO -> 91 -> 91.120 -> 91.120.20,91.120.20,"Acoustics in building. Sound insulationAcoustic measurements and noise abatement in general, see17.140.01Sound insulating materials, see91.100.60",ISO -> 91 -> 91.120,
ISO -> 91 -> 91.120 -> 91.120.25,91.120.25,"Seismic and vibration protectionVibrations and vibration measurements, see17.160",ISO -> 91 -> 91.120,
ISO -> 91 -> 91.140,91.140,"Installations in buildingsBurners and boilers for industrial purposes, see27.060Heat pumps, see27.080",ISO -> 91,ISO -> 91 -> 91.140 -> 91.140.01
,,,,ISO -> 91 -> 91.140 -> 91.140.10
,,,,ISO -> 91 -> 91.140 -> 91.140.30
,,,,ISO -> 91 -> 91.140 -> 91.140.40
,,,,ISO -> 91 -> 91.140 -> 91.140.60
,,,,ISO -> 91 -> 91.140 -> 91.140.70
,,,,ISO -> 91 -> 91.140 -> 91.140.80
,,,,ISO -> 91 -> 91.140 -> 91.140.90
ISO -> 91 -> 91.140 -> 91.140.01,91.140.01,Installations in buildings in general,ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.10,91.140.10,"Central heating systemsIncluding burners and boilers for central heating systemsPipelines and its parts for district heat, see23.040.07Heating appliances, see97.100",ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.30,91.140.30,"Ventilation and air-conditioning systemsIncluding ventilation ductsVentilators and air-conditioners, see23.120",ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.40,91.140.40,Gas supply systemsIncluding gas meters in buildings,ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.60,91.140.60,"Water supply systemsIncluding water meters in buildingsPipelines and its parts for external water conveyance systems, see23.040.03External water conveyance systems, see93.025",ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.70,91.140.70,"Sanitary installationsIncluding bidets, kitchen sinks, baths, waste chutes, etc.",ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.80,91.140.80,"Drainage systemsSewage water disposal and treatment, see13.060.30Drainage systems for rainwater, see91.060.20External sewage systems, see93.030",ISO -> 91 -> 91.140,
ISO -> 91 -> 91.140 -> 91.140.90,91.140.90,Lifts. Escalators,ISO -> 91 -> 91.140,
ISO -> 91 -> 91.160,91.160,"LightingIncluding oil and gas lampsTheatre, stage and studio lighting equipment, see97.200.10",ISO -> 91,ISO -> 91 -> 91.160 -> 91.160.01
,,,,ISO -> 91 -> 91.160 -> 91.160.10
ISO -> 91 -> 91.160 -> 91.160.01,91.160.01,Lighting in general,ISO -> 91 -> 91.160,
ISO -> 91 -> 91.160 -> 91.160.10,91.160.10,"Interior lightingIncluding workplace lighting, emergency and safety lighting",ISO -> 91 -> 91.160,
ISO -> 91 -> 91.200,91.200,"Construction technologyIncluding measuring methods, construction sites, demolition of structures, etc.",ISO -> 91,
ISO -> 91 -> 91.220,91.220,"Construction equipmentIncluding scaffolding, mixers for concrete and mortar, etc.Lifting equipment, see53.020Earth-moving machinery, see53.100",ISO -> 91,
ISO -> 93,93,Civil engineering,ISO,ISO -> 93 -> 93.010
,,,,ISO -> 93 -> 93.020
,,,,ISO -> 93 -> 93.025
,,,,ISO -> 93 -> 93.030
,,,,ISO -> 93 -> 93.040
,,,,ISO -> 93 -> 93.060
,,,,ISO -> 93 -> 93.080
,,,,ISO -> 93 -> 93.100
ISO -> 93 -> 93.010,93.010,"Civil engineering in generalConstruction drawings, see01.100.30",ISO -> 93,
ISO -> 93 -> 93.020,93.020,"Earthworks. Excavations. Foundation construction. Underground worksIncluding geotechnicsEarth-moving machinery, see53.100",ISO -> 93,
ISO -> 93 -> 93.025,93.025,"External water conveyance systemsIncluding buried and above ground installationsPipelines and its parts for external water conveyance systems, see23.040.03Internal water supply systems, see91.140.60",ISO -> 93,
ISO -> 93 -> 93.030,93.030,"External sewage systemsSewage water disposal and treatment, see13.060.30Pipelines and its parts for external sewage systems, see23.040.05Internal drainage systems, see91.140.80",ISO -> 93,
ISO -> 93 -> 93.040,93.040,Bridge construction,ISO -> 93,
ISO -> 93 -> 93.060,93.060,Tunnel construction,ISO -> 93,
ISO -> 93 -> 93.080,93.080,Road engineering,ISO -> 93,ISO -> 93 -> 93.080 -> 93.080.10
,,,,ISO -> 93 -> 93.080 -> 93.080.20
,,,,ISO -> 93 -> 93.080 -> 93.080.30
ISO -> 93 -> 93.080 -> 93.080.10,93.080.10,Road constructionIncluding road maintenance equipment and road construction equipment,ISO -> 93 -> 93.080,
ISO -> 93 -> 93.080 -> 93.080.20,93.080.20,"Road construction materialsIncluding asphalts, road pavements, etc.",ISO -> 93 -> 93.080,
ISO -> 93 -> 93.080 -> 93.080.30,93.080.30,"Road equipment and installationsIncluding road traffic warning and control systems, devices and installations (speed controls, traffic signal installations, vehicle loop detectors, pavement markers, manholes, etc.)",ISO -> 93 -> 93.080,
ISO -> 93 -> 93.100,93.100,"Construction of railwaysIncluding the construction of tramways, funicular railways, cableways, rail traffic control equipment and installations, etc.Rails and railway components, including track, see45.080Equipment for railway/cableway construction and maintenance, see45.120",ISO -> 93,
ISO -> 95,95,Military affairs. Military engineering. Weapons,ISO,ISO -> 95 -> 95.020
ISO -> 95 -> 95.020,95.020,"Military in generalIncluding defense procurement, defense standardization, etc.Military clothing, see61.020",ISO -> 95,
ISO -> 97,97,Domestic and commercial equipment. Entertainment. Sports,ISO,ISO -> 97 -> 97.020
,,,,ISO -> 97 -> 97.040
,,,,ISO -> 97 -> 97.060
,,,,ISO -> 97 -> 97.100
,,,,ISO -> 97 -> 97.120
,,,,ISO -> 97 -> 97.130
,,,,ISO -> 97 -> 97.140
,,,,ISO -> 97 -> 97.145
,,,,ISO -> 97 -> 97.150
,,,,ISO -> 97 -> 97.160
,,,,ISO -> 97 -> 97.170
,,,,ISO -> 97 -> 97.180
,,,,ISO -> 97 -> 97.190
,,,,ISO -> 97 -> 97.195
,,,,ISO -> 97 -> 97.200
,,,,ISO -> 97 -> 97.220
ISO -> 97 -> 97.020,97.020,"Home economics in generalIncluding consumer informationWashing, cleaning and removal services, see03.080.30Ventilators, air-conditioners, see23.120Hand-held electric tools, see25.140.20Household electronic appliances, see33.160Clocks and watches, see39.040Household sewing machines, see61.080",ISO -> 97,
ISO -> 97 -> 97.040,97.040,Kitchen equipment,ISO -> 97,ISO -> 97 -> 97.040 -> 97.040.01
,,,,ISO -> 97 -> 97.040 -> 97.040.10
,,,,ISO -> 97 -> 97.040 -> 97.040.20
,,,,ISO -> 97 -> 97.040 -> 97.040.30
,,,,ISO -> 97 -> 97.040 -> 97.040.40
,,,,ISO -> 97 -> 97.040 -> 97.040.60
ISO -> 97 -> 97.040 -> 97.040.01,97.040.01,Kitchen equipment in general,ISO -> 97 -> 97.040,
ISO -> 97 -> 97.040 -> 97.040.10,97.040.10,"Kitchen furnitureKitchen sinks, see91.140.70",ISO -> 97 -> 97.040,
ISO -> 97 -> 97.040 -> 97.040.20,97.040.20,"Cooking ranges, working tables, ovens and similar appliancesIncluding microwave ovens and stove hoods",ISO -> 97 -> 97.040,
ISO -> 97 -> 97.040 -> 97.040.30,97.040.30,"Domestic refrigerating appliancesRefrigerating technology, see27.200Refrigerated display cabinets and cold rooms, see97.130.20",ISO -> 97 -> 97.040,
ISO -> 97 -> 97.040 -> 97.040.40,97.040.40,Dishwashers,ISO -> 97 -> 97.040,
ISO -> 97 -> 97.040 -> 97.040.60,97.040.60,"Cookware, cutlery and flatwareIncluding table cutlery and table ware",ISO -> 97 -> 97.040,
ISO -> 97 -> 97.060,97.060,"Laundry appliancesIncluding washing-machines, dry-cleaners, driers, ironing and pressing appliances, etc.",ISO -> 97,
ISO -> 97 -> 97.100,97.100,"Domestic, commercial and industrial heating appliancesIncluding thermal storage room heating appliancesBurners and boilers, see27.060Central heating systems, see91.140.10",ISO -> 97,ISO -> 97 -> 97.100 -> 97.100.01
,,,,ISO -> 97 -> 97.100 -> 97.100.30
,,,,ISO -> 97 -> 97.100 -> 97.100.99
ISO -> 97 -> 97.100 -> 97.100.01,97.100.01,Heating appliances in general,ISO -> 97 -> 97.100,
ISO -> 97 -> 97.100 -> 97.100.30,97.100.30,Solid fuel heaters,ISO -> 97 -> 97.100,
ISO -> 97 -> 97.100 -> 97.100.99,97.100.99,Heaters using other sources of energy,ISO -> 97 -> 97.100,
ISO -> 97 -> 97.120,97.120,Automatic controls for household use,ISO -> 97,
ISO -> 97 -> 97.130,97.130,Shop fittings,ISO -> 97,ISO -> 97 -> 97.130 -> 97.130.20
ISO -> 97 -> 97.130 -> 97.130.20,97.130.20,"Commercial refrigerating appliancesIncluding refrigerated display cabinets, cold rooms, etc.",ISO -> 97 -> 97.130,
ISO -> 97 -> 97.140,97.140,"FurnitureIncluding upholstery, mattresses, office furniture, school furniture, etc.",ISO -> 97,
ISO -> 97 -> 97.145,97.145,Ladders,ISO -> 97,
ISO -> 97 -> 97.150,97.150,Floor coverings,ISO -> 97,
ISO -> 97 -> 97.160,97.160,"Home textiles. LinenIncluding duvets, blankets, beddingElectric blankets, see97.030",ISO -> 97,
ISO -> 97 -> 97.170,97.170,"Body care equipmentIncluding hair-driers, razors, shavers, toothbrushes, massage appliances, radiation skin treatment appliances, etc.",ISO -> 97,
ISO -> 97 -> 97.180,97.180,"Miscellaneous domestic and commercial equipmentIncluding scissors, aquarium equipment, articles for domestic animals, battery chargers, mops, insect electrocutors, lighters, matches, paper clips, pens, pencils, etc.",ISO -> 97,
ISO -> 97 -> 97.190,97.190,"Equipment for childrenIncluding child safety requirements for other household equipmentChildren's furniture, see97.140Playgrounds, see97.200.40Toys, see97.200.50",ISO -> 97,
ISO -> 97 -> 97.195,97.195,Items of art and handicrafts. Cultural property and heritageIncluding conservation of collections and equipment and materials for creating items of art and handicrafts,ISO -> 97,
ISO -> 97 -> 97.200,97.200,"Equipment for entertainmentAudio and video systems, see33.160Photography, see37.040Cinematography, see37.060",ISO -> 97,ISO -> 97 -> 97.200 -> 97.200.10
,,,,ISO -> 97 -> 97.200 -> 97.200.30
,,,,ISO -> 97 -> 97.200 -> 97.200.40
,,,,ISO -> 97 -> 97.200 -> 97.200.50
,,,,ISO -> 97 -> 97.200 -> 97.200.99
ISO -> 97 -> 97.200 -> 97.200.10,97.200.10,"Theatre, stage and studio equipmentIncluding lighting equipment",ISO -> 97 -> 97.200,
ISO -> 97 -> 97.200 -> 97.200.30,97.200.30,"Camping equipment and camp-sitesCaravans, see43.100",ISO -> 97 -> 97.200,
ISO -> 97 -> 97.200 -> 97.200.40,97.200.40,PlaygroundsIncluding amusement rides and devices,ISO -> 97 -> 97.200,
ISO -> 97 -> 97.200 -> 97.200.50,97.200.50,ToysIncluding safety of toys,ISO -> 97 -> 97.200,
ISO -> 97 -> 97.200 -> 97.200.99,97.200.99,Other equipment for entertainment,ISO -> 97 -> 97.200,
ISO -> 97 -> 97.220,97.220,"Sports equipment and facilitiesLeisure and tourism services, see03.200Motorcycles, see43.140Cycles, see43.150",ISO -> 97,ISO -> 97 -> 97.220 -> 97.220.01
,,,,ISO -> 97 -> 97.220 -> 97.220.10
,,,,ISO -> 97 -> 97.220 -> 97.220.20
,,,,ISO -> 97 -> 97.220 -> 97.220.30
,,,,ISO -> 97 -> 97.220 -> 97.220.40
,,,,ISO -> 97 -> 97.220 -> 97.220.99
ISO -> 97 -> 97.220 -> 97.220.01,97.220.01,Sports equipment and facilities in general,ISO -> 97 -> 97.220,
ISO -> 97 -> 97.220 -> 97.220.10,97.220.10,"Sports facilitiesIncluding swimming-pools, spas, solaria, sports fields, running-tracks, spectator facilities for sports, etc.",ISO -> 97 -> 97.220,
ISO -> 97 -> 97.220 -> 97.220.20,97.220.20,"Winter sports equipmentIncluding ice hockey, snowboard, and ski equipment",ISO -> 97 -> 97.220,
ISO -> 97 -> 97.220 -> 97.220.30,97.220.30,"Indoor sports equipmentIncluding equipment for gymnastics, volleyball, basketball, handball, home sports trainers, etc.",ISO -> 97 -> 97.220,
ISO -> 97 -> 97.220 -> 97.220.40,97.220.40,"Outdoor and water sports equipmentIncluding equipment for mountaineering, football, tennis, swimming, diving, etc.Recreational diving services, see03.200.99Personal flotation devices (life jackets), see13.340.70Small craft, see47.080",ISO -> 97 -> 97.220,
ISO -> 97 -> 97.220 -> 97.220.99,97.220.99,Other sports equipment and facilities,ISO -> 97 -> 97.220,
ITU-R,ITU-R,ITU-R ROOT,,ITU-R -> BO 
,,,,ITU-R -> BR 
,,,,ITU-R -> BS 
,,,,ITU-R -> BT 
,,,,ITU-R -> F 
,,,,ITU-R -> M 
,,,,ITU-R -> P 
,,,,ITU-R -> RA 
,,,,ITU-R -> RS 
,,,,ITU-R -> S 
,,,,ITU-R -> SA 
,,,,ITU-R -> SF 
,,,,ITU-R -> SM 
,,,,ITU-R -> SNG 
,,,,ITU-R -> TF 
,,,,ITU-R -> V 
ITU-R -> BO ,BO ,Satellite delivery,ITU-R,
ITU-R -> BR ,BR ,"Recording for production, archival and play-out; film for television",ITU-R,
ITU-R -> BS ,BS ,Broadcasting service (sound),ITU-R,
ITU-R -> BT ,BT ,Broadcasting service (television),ITU-R,
ITU-R -> F ,F ,Fixed service,ITU-R,
ITU-R -> M ,M ,"Mobile, radiodetermination, amateur and related satellite services",ITU-R,
ITU-R -> P ,P ,Radiowave propagation,ITU-R,
ITU-R -> RA ,RA ,Radio astronomy,ITU-R,
ITU-R -> RS ,RS ,Remote sensing systems,ITU-R,
ITU-R -> S ,S ,Fixed-satellite service,ITU-R,
ITU-R -> SA ,SA ,Space applications and meteorology,ITU-R,
ITU-R -> SF ,SF ,Frequency sharing and coordination between fixed-satellite and fixed service systems,ITU-R,
ITU-R -> SM ,SM ,Spectrum management,ITU-R,
ITU-R -> SNG ,SNG ,Satellite news gathering,ITU-R,
ITU-R -> TF ,TF ,Time signals and frequency standards emissions,ITU-R,
ITU-R -> V ,V ,Vocabulary and related subjects,ITU-R,
ITU-T,ITU-T,ITU-T ROOT,,ITU-T -> A
,,,,ITU-T -> D
,,,,ITU-T -> E
,,,,ITU-T -> F
,,,,ITU-T -> G
,,,,ITU-T -> H
,,,,ITU-T -> I
,,,,ITU-T -> J
,,,,ITU-T -> K
,,,,ITU-T -> L
,,,,ITU-T -> M
,,,,ITU-T -> N
,,,,ITU-T -> O
,,,,ITU-T -> P
,,,,ITU-T -> Q
,,,,ITU-T -> R
,,,,ITU-T -> S
,,,,ITU-T -> T
,,,,ITU-T -> U
,,,,ITU-T -> V
,,,,ITU-T -> X
,,,,ITU-T -> Y
,,,,ITU-T -> Z
ITU-T -> A,A,A series: Organization of the work of ITU-T,ITU-T,
ITU-T -> D,D,D series: Tariff and accounting principles and international telecommunication/ICT economic and policy issues,ITU-T,
ITU-T -> E,E,"E series: Overall network operation, telephone service, service operation and human factors",ITU-T,
ITU-T -> F,F,F series: Non-telephone telecommunication services,ITU-T,
ITU-T -> G,G,"G series: Transmission systems and media, digital systems and networks",ITU-T,
ITU-T -> H,H,H series: Audiovisual and multimedia systems,ITU-T,
ITU-T -> I,I,I series: Integrated services digital network,ITU-T,
ITU-T -> J,J,"J series: Cable networks and transmission of television, sound programme and other multimedia signals",ITU-T,
ITU-T -> K,K,K series: Protection against interference,ITU-T,
ITU-T -> L,L,"L series: Environment and ICTs, climate change, e-waste, energy efficiency; construction, installation and protection of cables and other elements of outside plant",ITU-T,
ITU-T -> M,M,"M series: Telecommunication management, including TMN and network maintenance",ITU-T,
ITU-T -> N,N,N series: Maintenance: international sound programme and television-transmission circuits,ITU-T,
ITU-T -> O,O,O series: Specifications of measuring equipment,ITU-T,
ITU-T -> P,P,"P series: Telephone transmission quality, telephone installations, local line networks",ITU-T,
ITU-T -> Q,Q,"Q series: Switching and signalling, and associated measurements and tests",ITU-T,
ITU-T -> R,R,R series: Telegraph transmission,ITU-T,
ITU-T -> S,S,S series: Telegraph services terminal equipment,ITU-T,
ITU-T -> T,T,T series: Terminals for telematic services,ITU-T,
ITU-T -> U,U,U series: Telegraph switching,ITU-T,
ITU-T -> V,V,V series: Data communication over the telephone network,ITU-T,
ITU-T -> X,X,"X series: Data networks, open system communications and security",ITU-T,
ITU-T -> Y,Y,"Y series: Global information infrastructure, Internet protocol aspects, next-generation networks, Internet of Things and smart cities",ITU-T,
ITU-T -> Z,Z,Z series: Languages and general software aspects for telecommunication systems,ITU-T,
demo,demo,,,
